crown_uid,area,source_file,source_index,orig_crown_id,crown_num,species_raw,species_clean,species_status,tree_type_raw,health_class,field_status,field_description,lon,lat,label_esd,label_deciduous,label_acacia,label_yellow_strict,label_yellow_broad,label_red_showy,label_showy_flower
A1:crown_0116,A1,A1_master.geojson,115,crown_0116,116,Neem,Neem,clean,,,,,77.19828098598694,28.54448156295198,1,0,0,0,0,0,0
A1:crown_0117,A1,A1_master.geojson,116,crown_0117,117,,,missing,,,,,77.19858432711246,28.543093368063197,-1,-1,-1,-1,-1,-1,-1
A1:crown_0118,A1,A1_master.geojson,117,crown_0118,118,,,missing,,,,,77.19834094833955,28.54311744959983,-1,-1,-1,-1,-1,-1,-1
A1:crown_0119,A1,A1_master.geojson,118,crown_0119,119,,,missing,,,,,77.19873581888127,28.542850752731283,-1,-1,-1,-1,-1,-1,-1
A1:crown_0120,A1,A1_master.geojson,119,crown_0120,120,,,missing,,,,,77.19832545398732,28.543217176453744,-1,-1,-1,-1,-1,-1,-1
A1:crown_0121,A1,A1_master.geojson,120,crown_0121,121,,,missing,,,,,77.19852679996197,28.54332276085046,-1,-1,-1,-1,-1,-1,-1
A1:crown_0122,A1,A1_master.geojson,121,crown_0122,122,,,missing,,,,,77.19855330551722,28.54337819064879,-1,-1,-1,-1,-1,-1,-1
A1:crown_0123,A1,A1_master.geojson,122,crown_0123,123,Maulsari,Maulsari,clean,,,,,77.19860034370929,28.543434560836452,0,0,0,0,0,0,0
A1:crown_0124,A1,A1_master.geojson,123,crown_0124,124,Kasod,Kasod,clean,,,,,77.19847222589055,28.54344761749695,-1,-1,0,1,1,0,1
A1:crown_0125,A1,A1_master.geojson,124,crown_0125,125,Amaltas,Amaltas,clean,,,,,77.19833616967665,28.543448293923586,2,1,0,1,1,0,1
A1:crown_0126,A1,A1_master.geojson,125,crown_0126,126,Saptparni,Saptparni,clean,,,,,77.19868776679922,28.543262906934263,0,0,0,0,0,0,0
A1:crown_0127,A1,A1_master.geojson,126,crown_0127,127,Bottlebrush,Bottlebrush,clean,,,,,77.19854872433952,28.544029113871158,0,0,0,0,0,1,1
A1:crown_0128,A1,A1_master.geojson,127,crown_0128,128,,,missing,,,,,77.19840386675428,28.543893924937016,-1,-1,-1,-1,-1,-1,-1
A1:crown_0129,A1,A1_master.geojson,128,crown_0129,129,,,missing,,,,,77.19862068605246,28.543887513503147,-1,-1,-1,-1,-1,-1,-1
A1:crown_0130,A1,A1_master.geojson,129,crown_0130,130,,,missing,,,,,77.19867891614457,28.54416301582984,-1,-1,-1,-1,-1,-1,-1
A1:crown_0131,A1,A1_master.geojson,130,crown_0131,131,,,missing,,,,,77.19824893371594,28.543967136691638,-1,-1,-1,-1,-1,-1,-1
A1:crown_0132,A1,A1_master.geojson,131,crown_0132,132,Gulmohar,Gulmohar,clean,,,,,77.19854609126718,28.544520464704533,2,1,0,0,0,1,1
A1:crown_0133,A1,A1_master.geojson,132,crown_0133,133,,,missing,,,,,77.19833092320431,28.544248804306644,-1,-1,-1,-1,-1,-1,-1
A1:crown_0134,A1,A1_master.geojson,133,crown_0134,134,,,missing,,,,,77.1983670828697,28.544363882841573,-1,-1,-1,-1,-1,-1,-1
A1:crown_0135,A1,A1_master.geojson,134,crown_0135,135,,,missing,,,,,77.19873775961179,28.544537690975226,-1,-1,-1,-1,-1,-1,-1
A1:crown_0136,A1,A1_master.geojson,135,crown_0136,136,,,missing,,,,,77.1984339545944,28.544510663871893,-1,-1,-1,-1,-1,-1,-1
A1:crown_0137,A1,A1_master.geojson,136,crown_0137,137,,,missing,,,,,77.19842257290233,28.54455766227245,-1,-1,-1,-1,-1,-1,-1
A1:crown_0138,A1,A1_master.geojson,137,crown_0138,138,,,missing,,,,,77.19837107213434,28.544533345082563,-1,-1,-1,-1,-1,-1,-1
A1:crown_0139,A1,A1_master.geojson,138,crown_0139,139,,,missing,,,,,77.19838341473593,28.54445129830652,-1,-1,-1,-1,-1,-1,-1
A1:crown_0140,A1,A1_master.geojson,139,crown_0140,140,,,missing,,,,,77.19867601036124,28.544517960935206,-1,-1,-1,-1,-1,-1,-1
A1:crown_0141,A1,A1_master.geojson,140,crown_0141,141,,,missing,,,,,77.19847930711413,28.5444378952156,-1,-1,-1,-1,-1,-1,-1
A1:crown_0142,A1,A1_master.geojson,141,crown_0142,142,,,missing,,,,,77.19816602308056,28.54398869904608,-1,-1,-1,-1,-1,-1,-1
A1:crown_0143,A1,A1_master.geojson,142,crown_0143,143,,,missing,,,,,77.19832270912798,28.54403278090301,-1,-1,-1,-1,-1,-1,-1
A1:crown_0144,A1,A1_master.geojson,143,crown_0144,144,,,missing,,,,,77.19847947535668,28.544946585647736,-1,-1,-1,-1,-1,-1,-1
A1:crown_0145,A1,A1_master.geojson,144,crown_0145,145,,,missing,,,,,77.19844326803154,28.544656981959744,-1,-1,-1,-1,-1,-1,-1
A1:crown_0146,A1,A1_master.geojson,145,crown_0146,146,,,missing,,,,,77.19859634544811,28.54503011781569,-1,-1,-1,-1,-1,-1,-1
A1:crown_0147,A1,A1_master.geojson,146,crown_0147,147,,,missing,,,,,77.1984751652522,28.544796588760377,-1,-1,-1,-1,-1,-1,-1
A1:crown_0148,A1,A1_master.geojson,147,crown_0148,148,,,missing,,,,,77.19815855291301,28.54476733582142,-1,-1,-1,-1,-1,-1,-1
A1:crown_0149,A1,A1_master.geojson,148,crown_0149,149,,,missing,,,,,77.19874991387755,28.54473698900441,-1,-1,-1,-1,-1,-1,-1
A1:crown_0150,A1,A1_master.geojson,149,crown_0150,150,,,missing,,,,,77.19875166486013,28.54466412869896,-1,-1,-1,-1,-1,-1,-1
A1:crown_0151,A1,A1_master.geojson,150,crown_0151,151,,,missing,,,,,77.19807533588451,28.54478867629207,-1,-1,-1,-1,-1,-1,-1
A1:crown_0152,A1,A1_master.geojson,151,crown_0152,152,,,missing,,,,,77.19894160017692,28.54458396079648,-1,-1,-1,-1,-1,-1,-1
A1:crown_0153,A1,A1_master.geojson,152,crown_0153,153,,,missing,,,,,77.19921747014148,28.544631448754156,-1,-1,-1,-1,-1,-1,-1
A1:crown_0154,A1,A1_master.geojson,153,crown_0154,154,,,missing,,,,,77.19912720401423,28.544538314819896,-1,-1,-1,-1,-1,-1,-1
A1:crown_0155,A1,A1_master.geojson,154,crown_0155,155,,,missing,,,,,77.19904494162928,28.54466200303192,-1,-1,-1,-1,-1,-1,-1
A1:crown_0156,A1,A1_master.geojson,155,crown_0156,156,,,missing,,,,,77.19891500575213,28.54500638552324,-1,-1,-1,-1,-1,-1,-1
A1:crown_0157,A1,A1_master.geojson,156,crown_0157,157,,,missing,,,,,77.19887669147057,28.544507334398514,-1,-1,-1,-1,-1,-1,-1
A1:crown_0158,A1,A1_master.geojson,157,crown_0158,158,,,missing,,,,,77.19903252408767,28.545024526461855,-1,-1,-1,-1,-1,-1,-1
A2:crown_0001,A2,A2_master.geojson,0,crown_0001,1,,,missing,,,,,77.1937818062164,28.54561666590488,-1,-1,-1,-1,-1,-1,-1
A2:crown_0002,A2,A2_master.geojson,1,crown_0002,2,,,missing,,,,,77.19360422612806,28.54563770009348,-1,-1,-1,-1,-1,-1,-1
A2:crown_0003,A2,A2_master.geojson,2,crown_0003,3,,,missing,,,,,77.19340933148777,28.54556627568715,-1,-1,-1,-1,-1,-1,-1
A2:crown_0004,A2,A2_master.geojson,3,crown_0004,4,,,missing,,,,,77.19351412708322,28.545706549928273,-1,-1,-1,-1,-1,-1,-1
A2:crown_0005,A2,A2_master.geojson,4,crown_0005,5,,,missing,,,,,77.19353031584511,28.545614212641052,-1,-1,-1,-1,-1,-1,-1
A2:crown_0006,A2,A2_master.geojson,5,crown_0006,6,,,missing,,,,,77.19336230252944,28.54555972124122,-1,-1,-1,-1,-1,-1,-1
A2:crown_0007,A2,A2_master.geojson,6,crown_0007,7,,,missing,,,,,77.19338184161113,28.545658953464912,-1,-1,-1,-1,-1,-1,-1
A2:crown_0008,A2,A2_master.geojson,7,crown_0008,8,,,missing,,,,,77.19425115811772,28.54474373881332,-1,-1,-1,-1,-1,-1,-1
A2:crown_0009,A2,A2_master.geojson,8,crown_0009,9,,,missing,,,,,77.19457363498725,28.545166076693857,-1,-1,-1,-1,-1,-1,-1
A2:crown_0010,A2,A2_master.geojson,9,crown_0010,10,,,missing,,,,,77.19436656444539,28.5447065491678,-1,-1,-1,-1,-1,-1,-1
A2:crown_0011,A2,A2_master.geojson,10,crown_0011,11,,,missing,,,,,77.19414585286476,28.545038558802876,-1,-1,-1,-1,-1,-1,-1
A2:crown_0012,A2,A2_master.geojson,11,crown_0012,12,Ashok,Ashok,clean,,,,,77.19410846071217,28.545225913510578,0,0,0,0,0,0,0
A2:crown_0013,A2,A2_master.geojson,12,crown_0013,13,,,missing,,,,,77.19435940035996,28.545097472400293,-1,-1,-1,-1,-1,-1,-1
A2:crown_0014,A2,A2_master.geojson,13,crown_0014,14,,,missing,,,,,77.19443980414175,28.544902649298223,-1,-1,-1,-1,-1,-1,-1
A2:crown_0015,A2,A2_master.geojson,14,crown_0015,15,Ashok,Ashok,clean,,,,,77.19419553641704,28.544912589799353,0,0,0,0,0,0,0
A2:crown_0016,A2,A2_master.geojson,15,crown_0016,16,,,missing,,,,,77.19445156823222,28.545108562624325,-1,-1,-1,-1,-1,-1,-1
A2:crown_0017,A2,A2_master.geojson,16,crown_0017,17,Gulmohar-like / Amla,,ambiguous_or_unknown,,,,,77.19444518618448,28.544901000190915,-1,-1,-1,-1,-1,-1,-1
A2:crown_0018,A2,A2_master.geojson,17,crown_0018,18,Banyan,Banyan,clean,,,,,77.19409259610968,28.545405028779026,1,0,0,0,0,0,0
